UKPRN,Provider Name,Learner Category,Completions 13/14 BL,Sustained Positive Destination Rate 13/14 BL,Quintile 13/14 BL,Completions 13/14 All,Sustained Positive Destination Rate 13/14 All,Quintile 13/14 All,Completions 14/15 BL,Sustained Positive Destination Rate 14/15 BL,Quintile 14/15 BL,Completions 14/15 All,Sustained Positive Destination Rate 14/15 All,Quintile 14/15 All,Completions 15/16 BL,Sustained Positive Destination Rate 15/16 BL,Quintile 15/16 BL,Completions 15/16 All,Sustained Positive Destination Rate 15/16 All,Quintile 15/16 All
10005981,SOUTH ESSEX COLLEGE OF FURTHER AND HIGHER EDUCATION,Advanced and Higher Apprenticeships: Engineering and Manufacturing Technologies,x,x,x,20,96,fourth quintile,x,x,x,20,95,fourth quintile,.,.,.,50,83,bottom quintile
10005981,SOUTH ESSEX COLLEGE OF FURTHER AND HIGHER EDUCATION,"Advanced and Higher Apprenticeships: Health, Public Services and Care",x,x,x,180,92,second quintile,x,x,x,120,94,fourth quintile,.,.,.,40,92,fourth quintile
10005981,SOUTH ESSEX COLLEGE OF FURTHER AND HIGHER EDUCATION,Advanced and Higher Apprenticeships: Information and Communication Technology,x,x,x,20,95,top quintile,x,x,x,20,100,top quintile,x,x,x,20,95,top quintile
10005981,SOUTH ESSEX COLLEGE OF FURTHER AND HIGHER EDUCATION,"Advanced and Higher Apprenticeships: Leisure, Travel and Tourism",.,.,.,x,x,x,x,x,x,30,81,second quintile,.,.,.,30,86,third quintile
10005981,SOUTH ESSEX COLLEGE OF FURTHER AND HIGHER EDUCATION,Advanced and Higher Apprenticeships: Retail and Commercial Enterprise,.,.,.,130,80,bottom quintile,.,.,.,90,92,third quintile,.,.,.,90,86,second quintile
10005981,SOUTH ESSEX COLLEGE OF FURTHER AND HIGHER EDUCATION,"Full Level 3+: Agriculture, Horticulture and Animal Care",.,.,.,x,x,x,.,.,.,10,70,bottom quintile,.,.,.,x,x,x
10005981,SOUTH ESSEX COLLEGE OF FURTHER AND HIGHER EDUCATION,"Full Level 3+: Arts, Media and Publishing",x,x,x,30,76,bottom quintile,x,x,x,40,77,second quintile,x,x,x,40,71,bottom quintile
10005981,SOUTH ESSEX COLLEGE OF FURTHER AND HIGHER EDUCATION,"Full Level 3+: Business, Administration and Law",x,x,x,90,92,fourth quintile,x,x,x,100,87,second quintile,x,x,x,70,88,third quintile
10005981,SOUTH ESSEX COLLEGE OF FURTHER AND HIGHER EDUCATION,"Full Level 3+: Construction, Planning and the Built Environment",.,.,.,10,91,fourth quintile,.,.,.,10,91,top quintile,x,x,x,20,80,fourth quintile
10005981,SOUTH ESSEX COLLEGE OF FURTHER AND HIGHER EDUCATION,Full Level 3+: Education and Training,.,.,.,20,95,fourth quintile,x,x,x,30,89,third quintile,.,.,.,20,95,top quintile
10005981,SOUTH ESSEX COLLEGE OF FURTHER AND HIGHER EDUCATION,Full Level 3+: Engineering and Manufacturing Technologies,x,x,x,30,81,second quintile,x,x,x,x,x,x,.,.,.,20,83,third quintile
10005981,SOUTH ESSEX COLLEGE OF FURTHER AND HIGHER EDUCATION,"Full Level 3+: Health, Public Services and Care",x,x,x,110,85,second quintile,.,.,.,80,91,fourth quintile,x,x,x,70,78,second quintile
10005981,SOUTH ESSEX COLLEGE OF FURTHER AND HIGHER EDUCATION,Full Level 3+: Information and Communication Technology,x,x,x,20,67,bottom quintile,x,x,x,10,69,bottom quintile,.,.,.,20,81,third quintile
10005981,SOUTH ESSEX COLLEGE OF FURTHER AND HIGHER EDUCATION,"Full Level 3+: Leisure, Travel and Tourism",.,.,.,10,54,bottom quintile,.,.,.,x,x,x,x,x,x,20,82,third quintile
10005981,SOUTH ESSEX COLLEGE OF FURTHER AND HIGHER EDUCATION,Full Level 3+: Retail and Commercial Enterprise,10,57,second quintile,90,71,second quintile,10,70,third quintile,80,68,second quintile,x,x,x,90,60,bottom quintile
10005981,SOUTH ESSEX COLLEGE OF FURTHER AND HIGHER EDUCATION,Full Level 3+: Science and Mathematics,x,x,x,x,x,x,.,.,.,x,x,x,x,x,x,10,82,second quintile
10005981,SOUTH ESSEX COLLEGE OF FURTHER AND HIGHER EDUCATION,Access to HE,10,83,second quintile,150,91,third quintile,20,81,bottom quintile,140,90,third quintile,x,x,x,130,90,second quintile
10005981,SOUTH ESSEX COLLEGE OF FURTHER AND HIGHER EDUCATION,Other Level 3,x,x,x,100,87,second quintile,x,x,x,50,77,fourth quintile,.,.,.,x,x,x
10005981,SOUTH ESSEX COLLEGE OF FURTHER AND HIGHER EDUCATION,"Intermediate Apprenticeships: Agriculture, Horticulture and Animal Care",x,x,x,60,92,fourth quintile,x,x,x,80,88,third quintile,.,.,.,100,89,fourth quintile
10005981,SOUTH ESSEX COLLEGE OF FURTHER AND HIGHER EDUCATION,"Intermediate Apprenticeships: Business, Administration and Law",x,x,x,180,91,second quintile,x,x,x,100,90,second quintile,x,x,x,160,93,fourth quintile
10005981,SOUTH ESSEX COLLEGE OF FURTHER AND HIGHER EDUCATION,"Intermediate Apprenticeships: Construction, Planning and the Built Environment",.,.,.,20,87,second quintile,.,.,.,x,x,x,.,.,.,x,x,x
10005981,SOUTH ESSEX COLLEGE OF FURTHER AND HIGHER EDUCATION,Intermediate Apprenticeships: Education and Training,.,.,.,x,x,x,.,.,.,20,82,bottom quintile,.,.,.,20,88,second quintile
10005981,SOUTH ESSEX COLLEGE OF FURTHER AND HIGHER EDUCATION,Intermediate Apprenticeships: Engineering and Manufacturing Technologies,.,.,.,x,x,x,.,.,.,30,88,bottom quintile,.,.,.,60,83,bottom quintile
10005981,SOUTH ESSEX COLLEGE OF FURTHER AND HIGHER EDUCATION,"Intermediate Apprenticeships: Health, Public Services and Care",.,.,.,60,93,fourth quintile,x,x,x,50,89,bottom quintile,.,.,.,20,82,bottom quintile
10005981,SOUTH ESSEX COLLEGE OF FURTHER AND HIGHER EDUCATION,Intermediate Apprenticeships: Information and Communication Technology,x,x,x,20,85,bottom quintile,.,.,.,20,94,third quintile,x,x,x,10,91,second quintile
10005981,SOUTH ESSEX COLLEGE OF FURTHER AND HIGHER EDUCATION,"Intermediate Apprenticeships: Leisure, Travel and Tourism",.,.,.,.,.,.,.,.,.,20,94,top quintile,.,.,.,x,x,x
10005981,SOUTH ESSEX COLLEGE OF FURTHER AND HIGHER EDUCATION,Intermediate Apprenticeships: Retail and Commercial Enterprise,.,.,.,250,85,bottom quintile,x,x,x,160,83,bottom quintile,x,x,x,180,87,second quintile
10005981,SOUTH ESSEX COLLEGE OF FURTHER AND HIGHER EDUCATION,"Full Level 2: Agriculture, Horticulture and Animal Care",x,x,x,20,63,bottom quintile,x,x,x,30,93,top quintile,x,x,x,30,87,fourth quintile
10005981,SOUTH ESSEX COLLEGE OF FURTHER AND HIGHER EDUCATION,"Full Level 2: Business, Administration and Law",10,82,top quintile,290,95,top quintile,x,x,x,140,95,top quintile,x,x,x,130,93,fourth quintile
10005981,SOUTH ESSEX COLLEGE OF FURTHER AND HIGHER EDUCATION,"Full Level 2: Construction, Planning and the Built Environment",x,x,x,30,87,fourth quintile,x,x,x,20,95,top quintile,x,x,x,30,75,third quintile
10005981,SOUTH ESSEX COLLEGE OF FURTHER AND HIGHER EDUCATION,Full Level 2: Education and Training,20,88,top quintile,90,86,third quintile,x,x,x,40,77,second quintile,x,x,x,40,78,second quintile
10005981,SOUTH ESSEX COLLEGE OF FURTHER AND HIGHER EDUCATION,Full Level 2: Engineering and Manufacturing Technologies,x,x,x,20,87,third quintile,x,x,x,20,94,top quintile,x,x,x,10,80,third quintile
10005981,SOUTH ESSEX COLLEGE OF FURTHER AND HIGHER EDUCATION,"Full Level 2: Health, Public Services and Care",30,58,second quintile,1020,93,third quintile,x,x,x,540,95,top quintile,x,x,x,400,94,top quintile
10005981,SOUTH ESSEX COLLEGE OF FURTHER AND HIGHER EDUCATION,Full Level 2: Information and Communication Technology,50,72,top quintile,20,73,bottom quintile,x,x,x,20,82,fourth quintile,x,x,x,x,x,x
10005981,SOUTH ESSEX COLLEGE OF FURTHER AND HIGHER EDUCATION,"Full Level 2: Leisure, Travel and Tourism",x,x,x,10,82,second quintile,x,x,x,20,94,top quintile,.,.,.,10,64,bottom quintile
10005981,SOUTH ESSEX COLLEGE OF FURTHER AND HIGHER EDUCATION,Full Level 2: Preparation for Life and Work,x,x,x,50,88,second quintile,x,x,x,40,97,top quintile,.,.,.,10,91,second quintile
10005981,SOUTH ESSEX COLLEGE OF FURTHER AND HIGHER EDUCATION,Full Level 2: Retail and Commercial Enterprise,20,79,top quintile,150,75,second quintile,10,55,fourth quintile,110,74,third quintile,x,x,x,80,81,fourth quintile
10005981,SOUTH ESSEX COLLEGE OF FURTHER AND HIGHER EDUCATION,Full Level 2: Science and Mathematics,.,.,.,x,x,x,.,.,.,x,x,x,.,.,.,20,93,top quintile
10005981,SOUTH ESSEX COLLEGE OF FURTHER AND HIGHER EDUCATION,English & Maths,90,57,fourth quintile,180,80,third quintile,30,50,second quintile,210,82,fourth quintile,10,50,second quintile,100,68,bottom quintile
10005981,SOUTH ESSEX COLLEGE OF FURTHER AND HIGHER EDUCATION,English for Speakers of Other Languages (ESOL),x,x,x,120,79,top quintile,x,x,x,110,79,top quintile,.,.,.,.,.,.
10005981,SOUTH ESSEX COLLEGE OF FURTHER AND HIGHER EDUCATION,Other provision below Full Level 2,690,56,top quintile,230,73,third quintile,280,55,fourth quintile,230,83,fourth quintile,280,58,top quintile,180,75,third quintile
10036143,SOUTH GLOUCESTERSHIRE AND STROUD COLLEGE,LLDD learner,220,51,fourth quintile,600,73,fourth quintile,140,53,top quintile,710,71,fourth quintile,90,53,top quintile,640,62,second quintile
10036143,SOUTH GLOUCESTERSHIRE AND STROUD COLLEGE,"Advanced and Higher Apprenticeships: Business, Administration and Law",.,.,.,x,x,x,.,.,.,10,92,second quintile,.,.,.,10,92,third quintile
10036143,SOUTH GLOUCESTERSHIRE AND STROUD COLLEGE,Advanced and Higher Apprenticeships: Education and Training,.,.,.,x,x,x,.,.,.,x,x,x,.,.,.,20,94,third quintile
10036143,SOUTH GLOUCESTERSHIRE AND STROUD COLLEGE,Advanced and Higher Apprenticeships: Engineering and Manufacturing Technologies,.,.,.,20,100,top quintile,.,.,.,20,95,fourth quintile,.,.,.,10,85,bottom quintile
10036143,SOUTH GLOUCESTERSHIRE AND STROUD COLLEGE,"Advanced and Higher Apprenticeships: Health, Public Services and Care",.,.,.,10,73,bottom quintile,.,.,.,x,x,x,.,.,.,.,.,.
10036143,SOUTH GLOUCESTERSHIRE AND STROUD COLLEGE,Advanced and Higher Apprenticeships: Information and Communication Technology,.,.,.,x,x,x,.,.,.,10,82,bottom quintile,.,.,.,20,95,top quintile
10036143,SOUTH GLOUCESTERSHIRE AND STROUD COLLEGE,"Advanced and Higher Apprenticeships: Leisure, Travel and Tourism",.,.,.,190,80,second quintile,.,.,.,230,75,bottom quintile,.,.,.,200,84,second quintile
10036143,SOUTH GLOUCESTERSHIRE AND STROUD COLLEGE,"Full Level 3+: Agriculture, Horticulture and Animal Care",x,x,x,10,82,second quintile,.,.,.,10,80,bottom quintile,.,.,.,x,x,x
10036143,SOUTH GLOUCESTERSHIRE AND STROUD COLLEGE,"Full Level 3+: Arts, Media and Publishing",x,x,x,60,91,top quintile,x,x,x,80,87,fourth quintile,.,.,.,80,84,third quintile
10036143,SOUTH GLOUCESTERSHIRE AND STROUD COLLEGE,"Full Level 3+: Business, Administration and Law",x,x,x,90,96,top quintile,x,x,x,40,86,second quintile,x,x,x,30,94,top quintile
10036143,SOUTH GLOUCESTERSHIRE AND STROUD COLLEGE,"Full Level 3+: Construction, Planning and the Built Environment",x,x,x,10,92,top quintile,.,.,.,10,100,top quintile,.,.,.,10,82,fourth quintile
10036143,SOUTH GLOUCESTERSHIRE AND STROUD COLLEGE,Full Level 3+: Education and Training,.,.,.,20,100,top quintile,.,.,.,40,89,third quintile,x,x,x,30,96,top quintile
10036143,SOUTH GLOUCESTERSHIRE AND STROUD COLLEGE,"Full Level 3+: Health, Public Services and Care",x,x,x,50,96,top quintile,x,x,x,50,86,third quintile,.,.,.,40,92,top quintile
10036143,SOUTH GLOUCESTERSHIRE AND STROUD COLLEGE,Full Level 3+: Information and Communication Technology,x,x,x,30,85,fourth quintile,.,.,.,20,82,third quintile,.,.,.,20,88,fourth quintile
10036143,SOUTH GLOUCESTERSHIRE AND STROUD COLLEGE,"Full Level 3+: Leisure, Travel and Tourism",.,.,.,10,82,second quintile,x,x,x,x,x,x,.,.,.,10,70,bottom quintile
10036143,SOUTH GLOUCESTERSHIRE AND STROUD COLLEGE,Full Level 3+: Retail and Commercial Enterprise,x,x,x,40,74,third quintile,.,.,.,20,80,top quintile,.,.,.,20,73,fourth quintile
10036143,SOUTH GLOUCESTERSHIRE AND STROUD COLLEGE,Full Level 3+: Science and Mathematics,x,x,x,20,94,fourth quintile,x,x,x,x,x,x,.,.,.,10,82,second quintile
10036143,SOUTH GLOUCESTERSHIRE AND STROUD COLLEGE,Access to HE,x,x,x,110,91,third quintile,x,x,x,100,92,third quintile,x,x,x,80,94,top quintile
10036143,SOUTH GLOUCESTERSHIRE AND STROUD COLLEGE,Other Level 3,x,x,x,60,86,second quintile,x,x,x,30,94,top quintile,.,.,.,x,x,x
10036143,SOUTH GLOUCESTERSHIRE AND STROUD COLLEGE,"Intermediate Apprenticeships: Business, Administration and Law",.,.,.,40,95,fourth quintile,.,.,.,40,97,top quintile,x,x,x,30,100,top quintile
10036143,SOUTH GLOUCESTERSHIRE AND STROUD COLLEGE,"Intermediate Apprenticeships: Construction, Planning and the Built Environment",.,.,.,10,90,third quintile,.,.,.,20,95,top quintile,x,x,x,10,90,top quintile
10036143,SOUTH GLOUCESTERSHIRE AND STROUD COLLEGE,Intermediate Apprenticeships: Engineering and Manufacturing Technologies,.,.,.,10,100,top quintile,.,.,.,10,93,second quintile,.,.,.,20,95,fourth quintile
10036143,SOUTH GLOUCESTERSHIRE AND STROUD COLLEGE,"Intermediate Apprenticeships: Health, Public Services and Care",.,.,.,10,100,top quintile,.,.,.,10,92,second quintile,.,.,.,x,x,x
10036143,SOUTH GLOUCESTERSHIRE AND STROUD COLLEGE,Intermediate Apprenticeships: Retail and Commercial Enterprise,.,.,.,x,x,x,x,x,x,20,94,fourth quintile,.,.,.,x,x,x
10036143,SOUTH GLOUCESTERSHIRE AND STROUD COLLEGE,"Full Level 2: Business, Administration and Law",x,x,x,80,88,third quintile,x,x,x,60,88,third quintile,.,.,.,60,97,top quintile
10036143,SOUTH GLOUCESTERSHIRE AND STROUD COLLEGE,"Full Level 2: Construction, Planning and the Built Environment",20,78,top quintile,80,85,third quintile,x,x,x,70,83,third quintile,x,x,x,50,81,fourth quintile
10036143,SOUTH GLOUCESTERSHIRE AND STROUD COLLEGE,Full Level 2: Education and Training,x,x,x,60,98,top quintile,x,x,x,70,88,fourth quintile,x,x,x,50,81,third quintile
10036143,SOUTH GLOUCESTERSHIRE AND STROUD COLLEGE,Full Level 2: Engineering and Manufacturing Technologies,x,x,x,60,97,top quintile,x,x,x,40,89,fourth quintile,x,x,x,30,91,top quintile
10036143,SOUTH GLOUCESTERSHIRE AND STROUD COLLEGE,"Full Level 2: Health, Public Services and Care",x,x,x,100,91,second quintile,x,x,x,90,88,second quintile,x,x,x,100,89,second quintile
10036143,SOUTH GLOUCESTERSHIRE AND STROUD COLLEGE,"Full Level 2: Languages, Literature and Culture",x,x,x,20,88,third quintile,x,x,x,40,86,third quintile,x,x,x,40,100,top quintile
10036143,SOUTH GLOUCESTERSHIRE AND STROUD COLLEGE,"Full Level 2: Leisure, Travel and Tourism",x,x,x,30,92,top quintile,x,x,x,x,x,x,.,.,.,.,.,.
10036143,SOUTH GLOUCESTERSHIRE AND STROUD COLLEGE,Full Level 2: Preparation for Life and Work,20,53,second quintile,60,90,third quintile,20,70,top quintile,30,93,fourth quintile,70,54,second quintile,30,56,bottom quintile
10036143,SOUTH GLOUCESTERSHIRE AND STROUD COLLEGE,Full Level 2: Retail and Commercial Enterprise,x,x,x,70,78,third quintile,x,x,x,100,83,fourth quintile,x,x,x,20,75,third quintile
10036143,SOUTH GLOUCESTERSHIRE AND STROUD COLLEGE,Full Level 2: Science and Mathematics,x,x,x,90,91,fourth quintile,x,x,x,120,91,fourth quintile,x,x,x,160,91,fourth quintile
10036143,SOUTH GLOUCESTERSHIRE AND STROUD COLLEGE,English & Maths,20,73,top quintile,560,88,top quintile,10,57,fourth quintile,330,72,second quintile,x,x,x,340,67,bottom quintile
10036143,SOUTH GLOUCESTERSHIRE AND STROUD COLLEGE,Other provision below Full Level 2,370,50,second quintile,150,63,bottom quintile,210,57,fourth quintile,540,85,top quintile,60,57,fourth quintile,250,71,third quintile
10005989,SOUTH LEICESTERSHIRE COLLEGE,LLDD learner,140,47,fourth quintile,280,71,fourth quintile,200,46,third quintile,300,65,third quintile,90,49,fourth quintile,270,68,third quintile
10005989,SOUTH LEICESTERSHIRE COLLEGE,"Advanced and Higher Apprenticeships: Business, Administration and Law",.,.,.,20,100,top quintile,.,.,.,20,89,bottom quintile,.,.,.,10,92,third quintile
10005989,SOUTH LEICESTERSHIRE COLLEGE,Advanced and Higher Apprenticeships: Education and Training,.,.,.,x,x,x,.,.,.,30,93,second quintile,.,.,.,10,100,top quintile
10005989,SOUTH LEICESTERSHIRE COLLEGE,Advanced and Higher Apprenticeships: Engineering and Manufacturing Technologies,.,.,.,30,96,top quintile,x,x,x,40,100,top quintile,.,.,.,40,93,third quintile
10005989,SOUTH LEICESTERSHIRE COLLEGE,"Advanced and Higher Apprenticeships: Health, Public Services and Care",.,.,.,60,98,top quintile,.,.,.,40,90,bottom quintile,.,.,.,70,92,fourth quintile
10005989,SOUTH LEICESTERSHIRE COLLEGE,"Full Level 3+: Arts, Media and Publishing",.,.,.,x,x,x,x,x,x,x,x,x,.,.,.,10,82,third quintile
10005989,SOUTH LEICESTERSHIRE COLLEGE,"Full Level 3+: Business, Administration and Law",x,x,x,40,72,bottom quintile,x,x,x,30,91,fourth quintile,x,x,x,30,80,second quintile
10005989,SOUTH LEICESTERSHIRE COLLEGE,Full Level 3+: Education and Training,x,x,x,40,91,second quintile,x,x,x,20,100,top quintile,.,.,.,10,86,third quintile
10005989,SOUTH LEICESTERSHIRE COLLEGE,"Full Level 3+: Health, Public Services and Care",x,x,x,40,89,third quintile,x,x,x,60,84,second quintile,x,x,x,30,75,bottom quintile
10005989,SOUTH LEICESTERSHIRE COLLEGE,Full Level 3+: Information and Communication Technology,.,.,.,x,x,x,x,x,x,10,90,top quintile,.,.,.,10,83,fourth quintile
10005989,SOUTH LEICESTERSHIRE COLLEGE,"Full Level 3+: Leisure, Travel and Tourism",.,.,.,10,100,top quintile,.,.,.,x,x,x,x,x,x,x,x,x
10005989,SOUTH LEICESTERSHIRE COLLEGE,Access to HE,x,x,x,50,92,fourth quintile,x,x,x,50,91,third quintile,x,x,x,40,91,third quintile
10005989,SOUTH LEICESTERSHIRE COLLEGE,Other Level 3,10,82,top quintile,60,90,third quintile,x,x,x,30,88,fourth quintile,.,.,.,x,x,x
10005989,SOUTH LEICESTERSHIRE COLLEGE,"Intermediate Apprenticeships: Business, Administration and Law",x,x,x,70,91,second quintile,x,x,x,70,89,bottom quintile,.,.,.,50,91,third quintile
10005989,SOUTH LEICESTERSHIRE COLLEGE,Intermediate Apprenticeships: Education and Training,.,.,.,x,x,x,.,.,.,10,100,fourth quintile,.,.,.,x,x,x
10005989,SOUTH LEICESTERSHIRE COLLEGE,Intermediate Apprenticeships: Engineering and Manufacturing Technologies,10,70,bottom quintile,20,71,bottom quintile,.,.,.,.,.,.,.,.,.,x,x,x
10005989,SOUTH LEICESTERSHIRE COLLEGE,"Intermediate Apprenticeships: Health, Public Services and Care",x,x,x,50,98,top quintile,x,x,x,50,92,third quintile,x,x,x,60,92,third quintile
10005989,SOUTH LEICESTERSHIRE COLLEGE,"Full Level 2: Agriculture, Horticulture and Animal Care",.,.,.,.,.,.,.,.,.,20,90,top quintile,.,.,.,.,.,.
10005989,SOUTH LEICESTERSHIRE COLLEGE,"Full Level 2: Business, Administration and Law",20,63,third quintile,30,81,bottom quintile,x,x,x,20,89,third quintile,.,.,.,20,96,top quintile
10005989,SOUTH LEICESTERSHIRE COLLEGE,"Full Level 2: Construction, Planning and the Built Environment",x,x,x,530,86,third quintile,x,x,x,340,78,third quintile,x,x,x,10,77,fourth quintile
10005989,SOUTH LEICESTERSHIRE COLLEGE,Full Level 2: Education and Training,x,x,x,20,89,fourth quintile,x,x,x,20,88,fourth quintile,x,x,x,x,x,x
10005989,SOUTH LEICESTERSHIRE COLLEGE,Full Level 2: Engineering and Manufacturing Technologies,.,.,.,40,32,bottom quintile,.,.,.,x,x,x,.,.,.,.,.,.
10005989,SOUTH LEICESTERSHIRE COLLEGE,"Full Level 2: Health, Public Services and Care",.,.,.,90,92,third quintile,.,.,.,40,95,top quintile,.,.,.,40,88,second quintile
10005989,SOUTH LEICESTERSHIRE COLLEGE,Full Level 2: Information and Communication Technology,x,x,x,110,92,top quintile,x,x,x,170,96,top quintile,.,.,.,10,85,fourth quintile
10005989,SOUTH LEICESTERSHIRE COLLEGE,"Full Level 2: Languages, Literature and Culture",.,.,.,10,100,top quintile,.,.,.,20,78,bottom quintile,x,x,x,30,88,fourth quintile
10005989,SOUTH LEICESTERSHIRE COLLEGE,Full Level 2: Preparation for Life and Work,x,x,x,x,x,x,x,x,x,90,91,third quintile,.,.,.,x,x,x
10005989,SOUTH LEICESTERSHIRE COLLEGE,Full Level 2: Retail and Commercial Enterprise,x,x,x,40,31,bottom quintile,20,62,top quintile,20,76,third quintile,10,50,second quintile,10,83,top quintile
10005989,SOUTH LEICESTERSHIRE COLLEGE,Full Level 2: Science and Mathematics,x,x,x,30,100,top quintile,x,x,x,60,88,third quintile,x,x,x,50,81,bottom quintile
10005989,SOUTH LEICESTERSHIRE COLLEGE,English & Maths,20,70,top quintile,760,95,top quintile,x,x,x,800,93,top quintile,x,x,x,690,89,top quintile
10005989,SOUTH LEICESTERSHIRE COLLEGE,English for Speakers of Other Languages (ESOL),x,x,x,120,79,top quintile,x,x,x,100,74,top quintile,.,.,.,.,.,.
10005989,SOUTH LEICESTERSHIRE COLLEGE,Other provision below Full Level 2,260,52,third quintile,210,77,third quintile,350,49,second quintile,130,72,second quintile,160,50,second quintile,240,77,third quintile
10023526,SOUTH STAFFORDSHIRE COLLEGE,LLDD learner,30,79,top quintile,290,74,fourth quintile,20,80,top quintile,350,73,fourth quintile,10,93,top quintile,400,69,third quintile
10023526,SOUTH STAFFORDSHIRE COLLEGE,"Advanced and Higher Apprenticeships: Agriculture, Horticulture and Animal Care",.,.,.,30,93,top quintile,.,.,.,20,96,top quintile,.,.,.,20,85,third quintile
10023526,SOUTH STAFFORDSHIRE COLLEGE,"Advanced and Higher Apprenticeships: Business, Administration and Law",.,.,.,x,x,x,.,.,.,20,100,top quintile,.,.,.,20,100,top quintile
10023526,SOUTH STAFFORDSHIRE COLLEGE,Advanced and Higher Apprenticeships: Engineering and Manufacturing Technologies,x,x,x,30,85,bottom quintile,.,.,.,20,93,third quintile,.,.,.,20,95,top quintile
