UKPRN,Provider Name,Learner Category,Completions 13/14 BL,Sustained Positive Destination Rate 13/14 BL,Quintile 13/14 BL,Completions 13/14 All,Sustained Positive Destination Rate 13/14 All,Quintile 13/14 All,Completions 14/15 BL,Sustained Positive Destination Rate 14/15 BL,Quintile 14/15 BL,Completions 14/15 All,Sustained Positive Destination Rate 14/15 All,Quintile 14/15 All,Completions 15/16 BL,Sustained Positive Destination Rate 15/16 BL,Quintile 15/16 BL,Completions 15/16 All,Sustained Positive Destination Rate 15/16 All,Quintile 15/16 All
10002929,HAVANT COLLEGE,Other provision below Full Level 2,90,44,bottom quintile,50,72,third quintile,60,36,bottom quintile,70,73,second quintile,40,61,top quintile,20,52,bottom quintile
10002935,HAVERING COLLEGE OF FURTHER AND HIGHER EDUCATION,LLDD learner,210,43,second quintile,550,70,fourth quintile,120,53,top quintile,590,75,fourth quintile,110,58,top quintile,470,72,fourth quintile
10002935,HAVERING COLLEGE OF FURTHER AND HIGHER EDUCATION,"Advanced and Higher Apprenticeships: Business, Administration and Law",.,.,.,20,90,bottom quintile,.,.,.,20,100,top quintile,.,.,.,20,90,bottom quintile
10002935,HAVERING COLLEGE OF FURTHER AND HIGHER EDUCATION,Advanced and Higher Apprenticeships: Engineering and Manufacturing Technologies,.,.,.,40,91,second quintile,.,.,.,50,98,top quintile,.,.,.,30,79,bottom quintile
10002935,HAVERING COLLEGE OF FURTHER AND HIGHER EDUCATION,"Full Level 3+: Arts, Media and Publishing",.,.,.,40,94,top quintile,.,.,.,30,85,third quintile,x,x,x,30,88,fourth quintile
10002935,HAVERING COLLEGE OF FURTHER AND HIGHER EDUCATION,"Full Level 3+: Business, Administration and Law",x,x,x,50,87,second quintile,x,x,x,50,89,third quintile,x,x,x,60,79,second quintile
10002935,HAVERING COLLEGE OF FURTHER AND HIGHER EDUCATION,"Full Level 3+: Construction, Planning and the Built Environment",.,.,.,30,84,third quintile,.,.,.,20,94,top quintile,x,x,x,20,75,third quintile
10002935,HAVERING COLLEGE OF FURTHER AND HIGHER EDUCATION,Full Level 3+: Education and Training,x,x,x,20,83,bottom quintile,x,x,x,50,83,second quintile,.,.,.,20,94,top quintile
10002935,HAVERING COLLEGE OF FURTHER AND HIGHER EDUCATION,Full Level 3+: Engineering and Manufacturing Technologies,.,.,.,20,91,fourth quintile,x,x,x,20,100,top quintile,.,.,.,20,78,second quintile
10002935,HAVERING COLLEGE OF FURTHER AND HIGHER EDUCATION,"Full Level 3+: Health, Public Services and Care",x,x,x,70,86,second quintile,x,x,x,40,85,third quintile,x,x,x,30,75,bottom quintile
10002935,HAVERING COLLEGE OF FURTHER AND HIGHER EDUCATION,Full Level 3+: Retail and Commercial Enterprise,x,x,x,20,76,third quintile,.,.,.,x,x,x,x,x,x,10,57,bottom quintile
10002935,HAVERING COLLEGE OF FURTHER AND HIGHER EDUCATION,Full Level 3+: Science and Mathematics,.,.,.,20,88,second quintile,.,.,.,x,x,x,.,.,.,x,x,x
10002935,HAVERING COLLEGE OF FURTHER AND HIGHER EDUCATION,Access to HE,x,x,x,40,91,third quintile,x,x,x,40,90,second quintile,x,x,x,40,81,bottom quintile
10002935,HAVERING COLLEGE OF FURTHER AND HIGHER EDUCATION,Other Level 3,x,x,x,40,93,fourth quintile,.,.,.,x,x,x,.,.,.,.,.,.
10002935,HAVERING COLLEGE OF FURTHER AND HIGHER EDUCATION,"Intermediate Apprenticeships: Business, Administration and Law",x,x,x,20,100,top quintile,.,.,.,10,90,second quintile,.,.,.,10,92,fourth quintile
10002935,HAVERING COLLEGE OF FURTHER AND HIGHER EDUCATION,"Intermediate Apprenticeships: Construction, Planning and the Built Environment",.,.,.,x,x,x,.,.,.,x,x,x,.,.,.,10,70,bottom quintile
10002935,HAVERING COLLEGE OF FURTHER AND HIGHER EDUCATION,Intermediate Apprenticeships: Engineering and Manufacturing Technologies,.,.,.,30,97,fourth quintile,x,x,x,30,85,bottom quintile,.,.,.,20,88,bottom quintile
10002935,HAVERING COLLEGE OF FURTHER AND HIGHER EDUCATION,"Full Level 2: Agriculture, Horticulture and Animal Care",x,x,x,80,89,fourth quintile,.,.,.,x,x,x,.,.,.,40,76,bottom quintile
10002935,HAVERING COLLEGE OF FURTHER AND HIGHER EDUCATION,"Full Level 2: Business, Administration and Law",170,71,top quintile,880,86,second quintile,150,77,top quintile,1630,85,second quintile,90,66,fourth quintile,530,84,second quintile
10002935,HAVERING COLLEGE OF FURTHER AND HIGHER EDUCATION,"Full Level 2: Construction, Planning and the Built Environment",x,x,x,20,90,top quintile,x,x,x,70,91,top quintile,x,x,x,80,85,top quintile
10002935,HAVERING COLLEGE OF FURTHER AND HIGHER EDUCATION,Full Level 2: Education and Training,x,x,x,80,90,fourth quintile,x,x,x,90,88,fourth quintile,x,x,x,40,79,second quintile
10002935,HAVERING COLLEGE OF FURTHER AND HIGHER EDUCATION,Full Level 2: Engineering and Manufacturing Technologies,x,x,x,x,x,x,30,65,fourth quintile,590,92,top quintile,140,57,second quintile,340,89,fourth quintile
10002935,HAVERING COLLEGE OF FURTHER AND HIGHER EDUCATION,"Full Level 2: Health, Public Services and Care",40,79,top quintile,320,85,bottom quintile,70,66,third quintile,730,86,bottom quintile,30,66,fourth quintile,590,85,bottom quintile
10002935,HAVERING COLLEGE OF FURTHER AND HIGHER EDUCATION,"Full Level 2: Languages, Literature and Culture",x,x,x,20,70,bottom quintile,x,x,x,50,78,bottom quintile,.,.,.,30,96,top quintile
10002935,HAVERING COLLEGE OF FURTHER AND HIGHER EDUCATION,"Full Level 2: Leisure, Travel and Tourism",x,x,x,30,88,third quintile,x,x,x,x,x,x,.,.,.,.,.,.
10002935,HAVERING COLLEGE OF FURTHER AND HIGHER EDUCATION,Full Level 2: Preparation for Life and Work,60,76,top quintile,360,87,second quintile,40,80,top quintile,620,90,third quintile,20,74,top quintile,230,87,bottom quintile
10002935,HAVERING COLLEGE OF FURTHER AND HIGHER EDUCATION,Full Level 2: Retail and Commercial Enterprise,.,.,.,20,60,bottom quintile,x,x,x,10,86,top quintile,x,x,x,20,67,bottom quintile
10002935,HAVERING COLLEGE OF FURTHER AND HIGHER EDUCATION,Full Level 2: Science and Mathematics,x,x,x,70,88,third quintile,x,x,x,80,86,second quintile,.,.,.,30,96,top quintile
10002935,HAVERING COLLEGE OF FURTHER AND HIGHER EDUCATION,Traineeships,.,.,.,.,.,.,.,.,.,10,75,fourth quintile,.,.,.,.,.,.
10002935,HAVERING COLLEGE OF FURTHER AND HIGHER EDUCATION,English & Maths,10,45,second quintile,300,60,bottom quintile,x,x,x,50,82,fourth quintile,x,x,x,80,78,third quintile
10002935,HAVERING COLLEGE OF FURTHER AND HIGHER EDUCATION,English for Speakers of Other Languages (ESOL),10,62,fourth quintile,50,63,second quintile,x,x,x,10,55,bottom quintile,.,.,.,.,.,.
10002935,HAVERING COLLEGE OF FURTHER AND HIGHER EDUCATION,Other provision below Full Level 2,690,51,third quintile,60,51,bottom quintile,190,46,bottom quintile,50,47,bottom quintile,190,57,fourth quintile,100,54,bottom quintile
10003993,HAVERING LONDON BOROUGH COUNCIL,LLDD learner,110,50,fourth quintile,120,58,second quintile,150,38,bottom quintile,120,50,bottom quintile,100,41,second quintile,110,56,bottom quintile
10003993,HAVERING LONDON BOROUGH COUNCIL,Full Level 3+: Education and Training,x,x,x,20,89,second quintile,.,.,.,20,89,third quintile,.,.,.,10,100,top quintile
10003993,HAVERING LONDON BOROUGH COUNCIL,"Full Level 3+: Leisure, Travel and Tourism",.,.,.,.,.,.,x,x,x,10,71,bottom quintile,x,x,x,70,75,second quintile
10003993,HAVERING LONDON BOROUGH COUNCIL,"Full Level 2: Agriculture, Horticulture and Animal Care",.,.,.,10,82,third quintile,.,.,.,10,92,top quintile,.,.,.,10,80,second quintile
10003993,HAVERING LONDON BOROUGH COUNCIL,"Full Level 2: Business, Administration and Law",10,36,bottom quintile,10,55,bottom quintile,.,.,.,.,.,.,20,50,second quintile,30,93,top quintile
10003993,HAVERING LONDON BOROUGH COUNCIL,Full Level 2: Education and Training,x,x,x,60,89,fourth quintile,.,.,.,40,74,second quintile,x,x,x,50,86,fourth quintile
10003993,HAVERING LONDON BOROUGH COUNCIL,"Full Level 2: Health, Public Services and Care",120,87,top quintile,40,87,bottom quintile,80,88,top quintile,80,84,bottom quintile,40,80,top quintile,140,84,bottom quintile
10003993,HAVERING LONDON BOROUGH COUNCIL,Full Level 2: Information and Communication Technology,x,x,x,20,52,bottom quintile,x,x,x,10,75,third quintile,x,x,x,10,64,second quintile
10003993,HAVERING LONDON BOROUGH COUNCIL,"Full Level 2: Languages, Literature and Culture",.,.,.,10,86,third quintile,x,x,x,x,x,x,.,.,.,10,70,bottom quintile
10003993,HAVERING LONDON BOROUGH COUNCIL,Full Level 2: Retail and Commercial Enterprise,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,10,27,bottom quintile
10003993,HAVERING LONDON BOROUGH COUNCIL,Full Level 2: Science and Mathematics,.,.,.,.,.,.,.,.,.,x,x,x,.,.,.,10,69,bottom quintile
10003993,HAVERING LONDON BOROUGH COUNCIL,English & Maths,x,x,x,30,79,third quintile,x,x,x,20,78,third quintile,.,.,.,80,67,bottom quintile
10003993,HAVERING LONDON BOROUGH COUNCIL,Other provision below Full Level 2,510,53,fourth quintile,140,66,second quintile,430,54,fourth quintile,90,59,bottom quintile,210,53,third quintile,70,72,third quintile
10009600,HAWK MANAGEMENT (UK) LIMITED,LLDD learner,x,x,x,50,91,top quintile,x,x,x,60,90,top quintile,x,x,x,140,89,top quintile
10009600,HAWK MANAGEMENT (UK) LIMITED,"Advanced and Higher Apprenticeships: Business, Administration and Law",.,.,.,210,92,second quintile,x,x,x,250,95,fourth quintile,x,x,x,320,94,fourth quintile
10009600,HAWK MANAGEMENT (UK) LIMITED,Advanced and Higher Apprenticeships: Education and Training,.,.,.,20,100,top quintile,.,.,.,.,.,.,.,.,.,x,x,x
10009600,HAWK MANAGEMENT (UK) LIMITED,"Advanced and Higher Apprenticeships: Health, Public Services and Care",x,x,x,260,93,third quintile,x,x,x,280,88,bottom quintile,x,x,x,260,90,second quintile
10009600,HAWK MANAGEMENT (UK) LIMITED,Advanced and Higher Apprenticeships: Retail and Commercial Enterprise,.,.,.,30,85,second quintile,.,.,.,x,x,x,.,.,.,x,x,x
10009600,HAWK MANAGEMENT (UK) LIMITED,"Intermediate Apprenticeships: Business, Administration and Law",10,92,fourth quintile,200,95,top quintile,20,83,second quintile,320,89,bottom quintile,x,x,x,330,90,second quintile
10009600,HAWK MANAGEMENT (UK) LIMITED,"Intermediate Apprenticeships: Health, Public Services and Care",10,79,second quintile,110,89,bottom quintile,x,x,x,130,92,second quintile,x,x,x,220,87,bottom quintile
10009600,HAWK MANAGEMENT (UK) LIMITED,Intermediate Apprenticeships: Retail and Commercial Enterprise,x,x,x,20,100,top quintile,.,.,.,30,81,bottom quintile,x,x,x,x,x,x
10030120,HAYS TRAVEL LIMITED,"Advanced and Higher Apprenticeships: Business, Administration and Law",.,.,.,20,92,second quintile,.,.,.,x,x,x,.,.,.,x,x,x
10030120,HAYS TRAVEL LIMITED,"Advanced and Higher Apprenticeships: Leisure, Travel and Tourism",.,.,.,20,95,top quintile,.,.,.,x,x,x,.,.,.,20,94,top quintile
10030120,HAYS TRAVEL LIMITED,"Intermediate Apprenticeships: Business, Administration and Law",.,.,.,40,94,fourth quintile,.,.,.,40,100,top quintile,.,.,.,40,97,top quintile
10030120,HAYS TRAVEL LIMITED,"Intermediate Apprenticeships: Leisure, Travel and Tourism",.,.,.,20,100,top quintile,x,x,x,20,93,fourth quintile,x,x,x,60,100,top quintile
10021665,HEALTH & SAFETY TRAINING LIMITED,LLDD learner,30,48,fourth quintile,50,89,top quintile,70,41,second quintile,40,80,top quintile,50,46,fourth quintile,20,88,top quintile
10021665,HEALTH & SAFETY TRAINING LIMITED,"Full Level 2: Construction, Planning and the Built Environment",370,55,second quintile,370,92,top quintile,200,59,third quintile,330,89,fourth quintile,150,57,second quintile,150,87,top quintile
10021665,HEALTH & SAFETY TRAINING LIMITED,Full Level 2: Retail and Commercial Enterprise,.,.,.,.,.,.,50,61,top quintile,x,x,x,60,60,top quintile,x,x,x
10021665,HEALTH & SAFETY TRAINING LIMITED,Other provision below Full Level 2,.,.,.,.,.,.,140,55,fourth quintile,10,50,bottom quintile,120,48,second quintile,x,x,x
10022133,HEALTH AND FITNESS EDUCATION LIMITED,"Full Level 3+: Leisure, Travel and Tourism",.,.,.,.,.,.,.,.,.,.,.,.,x,x,x,70,88,fourth quintile
10041332,HEALTH EDUCATION ENGLAND NORTH EAST,LLDD learner,10,92,top quintile,x,x,x,x,x,x,x,x,x,x,x,x,10,100,top quintile
10041332,HEALTH EDUCATION ENGLAND NORTH EAST,"Advanced and Higher Apprenticeships: Business, Administration and Law",x,x,x,10,100,top quintile,x,x,x,40,91,bottom quintile,x,x,x,20,96,fourth quintile
10041332,HEALTH EDUCATION ENGLAND NORTH EAST,Advanced and Higher Apprenticeships: Engineering and Manufacturing Technologies,.,.,.,x,x,x,.,.,.,x,x,x,.,.,.,10,100,top quintile
10041332,HEALTH EDUCATION ENGLAND NORTH EAST,"Advanced and Higher Apprenticeships: Health, Public Services and Care",x,x,x,40,94,fourth quintile,x,x,x,40,100,top quintile,.,.,.,20,100,top quintile
10041332,HEALTH EDUCATION ENGLAND NORTH EAST,"Full Level 3+: Business, Administration and Law",.,.,.,10,91,third quintile,.,.,.,x,x,x,.,.,.,x,x,x
10041332,HEALTH EDUCATION ENGLAND NORTH EAST,"Full Level 3+: Health, Public Services and Care",.,.,.,20,90,fourth quintile,.,.,.,x,x,x,.,.,.,x,x,x
10041332,HEALTH EDUCATION ENGLAND NORTH EAST,Other Level 3,.,.,.,40,93,fourth quintile,.,.,.,.,.,.,.,.,.,.,.,.
10041332,HEALTH EDUCATION ENGLAND NORTH EAST,"Intermediate Apprenticeships: Business, Administration and Law",x,x,x,40,93,third quintile,10,100,top quintile,80,91,second quintile,x,x,x,60,94,fourth quintile
10041332,HEALTH EDUCATION ENGLAND NORTH EAST,"Intermediate Apprenticeships: Health, Public Services and Care",x,x,x,60,97,top quintile,x,x,x,70,95,top quintile,x,x,x,50,96,top quintile
10041332,HEALTH EDUCATION ENGLAND NORTH EAST,"Full Level 2: Health, Public Services and Care",50,78,top quintile,10,85,bottom quintile,20,90,top quintile,10,100,top quintile,x,x,x,x,x,x
10041332,HEALTH EDUCATION ENGLAND NORTH EAST,Traineeships,.,.,.,.,.,.,.,.,.,x,x,x,.,.,.,10,90,top quintile
10041332,HEALTH EDUCATION ENGLAND NORTH EAST,English & Maths,x,x,x,x,x,x,x,x,x,20,100,top quintile,.,.,.,10,100,top quintile
10041332,HEALTH EDUCATION ENGLAND NORTH EAST,Other provision below Full Level 2,x,x,x,x,x,x,x,x,x,x,x,x,10,45,bottom quintile,x,x,x
10002976,HEART OF ENGLAND TRAINING LIMITED,LLDD learner,20,39,bottom quintile,280,84,top quintile,20,53,top quintile,230,79,top quintile,10,55,top quintile,270,82,top quintile
10002976,HEART OF ENGLAND TRAINING LIMITED,"Advanced and Higher Apprenticeships: Business, Administration and Law",x,x,x,50,96,fourth quintile,x,x,x,50,98,top quintile,.,.,.,40,95,fourth quintile
10002976,HEART OF ENGLAND TRAINING LIMITED,"Advanced and Higher Apprenticeships: Leisure, Travel and Tourism",.,.,.,x,x,x,.,.,.,.,.,.,.,.,.,30,94,top quintile
10002976,HEART OF ENGLAND TRAINING LIMITED,Advanced and Higher Apprenticeships: Retail and Commercial Enterprise,.,.,.,40,86,second quintile,.,.,.,50,92,third quintile,.,.,.,50,88,second quintile
10002976,HEART OF ENGLAND TRAINING LIMITED,"Intermediate Apprenticeships: Business, Administration and Law",x,x,x,100,93,third quintile,x,x,x,90,95,top quintile,.,.,.,80,91,third quintile
10002976,HEART OF ENGLAND TRAINING LIMITED,"Intermediate Apprenticeships: Leisure, Travel and Tourism",.,.,.,10,80,bottom quintile,.,.,.,x,x,x,x,x,x,30,97,top quintile
10002976,HEART OF ENGLAND TRAINING LIMITED,Intermediate Apprenticeships: Retail and Commercial Enterprise,.,.,.,80,89,second quintile,.,.,.,40,80,bottom quintile,.,.,.,40,98,top quintile
10002976,HEART OF ENGLAND TRAINING LIMITED,"Full Level 2: Business, Administration and Law",20,40,bottom quintile,.,.,.,.,.,.,.,.,.,.,.,.,x,x,x
10002976,HEART OF ENGLAND TRAINING LIMITED,Other provision below Full Level 2,x,x,x,x,x,x,x,x,x,10,62,bottom quintile,x,x,x,x,x,x
10007977,HEART OF WORCESTERSHIRE COLLEGE,LLDD learner,100,56,top quintile,290,81,top quintile,160,45,second quintile,520,75,fourth quintile,170,50,fourth quintile,530,74,fourth quintile
10007977,HEART OF WORCESTERSHIRE COLLEGE,"Advanced and Higher Apprenticeships: Business, Administration and Law",.,.,.,20,91,second quintile,.,.,.,160,95,fourth quintile,.,.,.,150,95,fourth quintile
10007977,HEART OF WORCESTERSHIRE COLLEGE,Advanced and Higher Apprenticeships: Education and Training,.,.,.,.,.,.,.,.,.,10,100,top quintile,x,x,x,40,95,fourth quintile
10007977,HEART OF WORCESTERSHIRE COLLEGE,Advanced and Higher Apprenticeships: Engineering and Manufacturing Technologies,.,.,.,10,100,top quintile,.,.,.,20,83,bottom quintile,.,.,.,x,x,x
10007977,HEART OF WORCESTERSHIRE COLLEGE,"Advanced and Higher Apprenticeships: Health, Public Services and Care",x,x,x,10,100,top quintile,x,x,x,140,92,third quintile,x,x,x,90,89,bottom quintile
10007977,HEART OF WORCESTERSHIRE COLLEGE,Advanced and Higher Apprenticeships: Information and Communication Technology,.,.,.,.,.,.,x,x,x,50,96,top quintile,x,x,x,70,92,fourth quintile
10007977,HEART OF WORCESTERSHIRE COLLEGE,"Advanced and Higher Apprenticeships: Leisure, Travel and Tourism",.,.,.,.,.,.,x,x,x,10,100,top quintile,.,.,.,40,79,second quintile
10007977,HEART OF WORCESTERSHIRE COLLEGE,Advanced and Higher Apprenticeships: Retail and Commercial Enterprise,.,.,.,20,94,top quintile,.,.,.,40,93,fourth quintile,.,.,.,60,90,third quintile
10007977,HEART OF WORCESTERSHIRE COLLEGE,"Full Level 3+: Arts, Media and Publishing",.,.,.,20,91,top quintile,.,.,.,30,84,third quintile,.,.,.,10,85,fourth quintile
10007977,HEART OF WORCESTERSHIRE COLLEGE,"Full Level 3+: Business, Administration and Law",x,x,x,30,91,third quintile,x,x,x,50,92,fourth quintile,x,x,x,60,98,top quintile
10007977,HEART OF WORCESTERSHIRE COLLEGE,"Full Level 3+: Construction, Planning and the Built Environment",60,50,bottom quintile,80,72,bottom quintile,20,55,bottom quintile,50,78,second quintile,.,.,.,x,x,x
10007977,HEART OF WORCESTERSHIRE COLLEGE,Full Level 3+: Education and Training,.,.,.,.,.,.,x,x,x,.,.,.,x,x,x,20,90,fourth quintile
10007977,HEART OF WORCESTERSHIRE COLLEGE,Full Level 3+: Engineering and Manufacturing Technologies,x,x,x,20,81,second quintile,x,x,x,40,89,third quintile,x,x,x,20,89,fourth quintile
10007977,HEART OF WORCESTERSHIRE COLLEGE,"Full Level 3+: Health, Public Services and Care",.,.,.,20,79,bottom quintile,.,.,.,20,78,bottom quintile,x,x,x,20,76,bottom quintile
10007977,HEART OF WORCESTERSHIRE COLLEGE,Full Level 3+: Information and Communication Technology,.,.,.,20,93,top quintile,.,.,.,20,88,fourth quintile,.,.,.,10,73,bottom quintile
10007977,HEART OF WORCESTERSHIRE COLLEGE,"Full Level 3+: Leisure, Travel and Tourism",.,.,.,10,100,top quintile,.,.,.,30,89,top quintile,.,.,.,10,85,fourth quintile
10007977,HEART OF WORCESTERSHIRE COLLEGE,Full Level 3+: Retail and Commercial Enterprise,.,.,.,20,84,top quintile,.,.,.,40,82,top quintile,.,.,.,20,86,top quintile
10007977,HEART OF WORCESTERSHIRE COLLEGE,Full Level 3+: Science and Mathematics,.,.,.,20,88,third quintile,.,.,.,10,80,bottom quintile,.,.,.,x,x,x
10007977,HEART OF WORCESTERSHIRE COLLEGE,Access to HE,x,x,x,60,95,top quintile,x,x,x,100,92,fourth quintile,x,x,x,70,94,top quintile
10007977,HEART OF WORCESTERSHIRE COLLEGE,Other Level 3,x,x,x,60,89,third quintile,x,x,x,50,92,top quintile,x,x,x,10,90,top quintile
10007977,HEART OF WORCESTERSHIRE COLLEGE,"Intermediate Apprenticeships: Business, Administration and Law",x,x,x,30,97,top quintile,x,x,x,210,95,top quintile,x,x,x,270,94,fourth quintile
10007977,HEART OF WORCESTERSHIRE COLLEGE,"Intermediate Apprenticeships: Construction, Planning and the Built Environment",.,.,.,x,x,x,.,.,.,20,76,bottom quintile,.,.,.,x,x,x
10007977,HEART OF WORCESTERSHIRE COLLEGE,Intermediate Apprenticeships: Engineering and Manufacturing Technologies,.,.,.,x,x,x,.,.,.,120,91,second quintile,x,x,x,120,95,fourth quintile
10007977,HEART OF WORCESTERSHIRE COLLEGE,"Intermediate Apprenticeships: Health, Public Services and Care",.,.,.,10,92,second quintile,x,x,x,70,87,bottom quintile,x,x,x,70,93,fourth quintile
10007977,HEART OF WORCESTERSHIRE COLLEGE,"Intermediate Apprenticeships: Leisure, Travel and Tourism",x,x,x,x,x,x,x,x,x,30,81,bottom quintile,.,.,.,20,96,top quintile
10007977,HEART OF WORCESTERSHIRE COLLEGE,Intermediate Apprenticeships: Retail and Commercial Enterprise,.,.,.,10,92,third quintile,.,.,.,130,92,fourth quintile,x,x,x,200,93,top quintile
10007977,HEART OF WORCESTERSHIRE COLLEGE,"Full Level 2: Arts, Media and Publishing",.,.,.,20,88,fourth quintile,.,.,.,x,x,x,.,.,.,.,.,.
10007977,HEART OF WORCESTERSHIRE COLLEGE,"Full Level 2: Business, Administration and Law",70,47,bottom quintile,30,70,bottom quintile,40,66,fourth quintile,50,88,third quintile,20,67,top quintile,40,89,third quintile
10007977,HEART OF WORCESTERSHIRE COLLEGE,"Full Level 2: Construction, Planning and the Built Environment",x,x,x,90,83,third quintile,30,48,second quintile,110,77,second quintile,x,x,x,60,64,second quintile
10007977,HEART OF WORCESTERSHIRE COLLEGE,Full Level 2: Education and Training,x,x,x,10,73,bottom quintile,x,x,x,x,x,x,.,.,.,x,x,x
10007977,HEART OF WORCESTERSHIRE COLLEGE,Full Level 2: Engineering and Manufacturing Technologies,x,x,x,x,x,x,x,x,x,40,98,top quintile,x,x,x,60,88,fourth quintile
10007977,HEART OF WORCESTERSHIRE COLLEGE,"Full Level 2: Health, Public Services and Care",20,82,top quintile,920,93,fourth quintile,30,78,top quintile,610,95,top quintile,x,x,x,340,91,third quintile
10007977,HEART OF WORCESTERSHIRE COLLEGE,Full Level 2: Information and Communication Technology,20,88,top quintile,20,73,bottom quintile,20,81,top quintile,20,85,fourth quintile,x,x,x,10,71,second quintile
10007977,HEART OF WORCESTERSHIRE COLLEGE,"Full Level 2: Languages, Literature and Culture",.,.,.,.,.,.,x,x,x,20,100,top quintile,.,.,.,30,90,fourth quintile
10007977,HEART OF WORCESTERSHIRE COLLEGE,"Full Level 2: Leisure, Travel and Tourism",x,x,x,.,.,.,50,74,fourth quintile,80,89,third quintile,120,65,fourth quintile,60,87,second quintile
10007977,HEART OF WORCESTERSHIRE COLLEGE,Full Level 2: Preparation for Life and Work,40,76,top quintile,20,56,bottom quintile,x,x,x,40,87,second quintile,.,.,.,30,88,second quintile
10007977,HEART OF WORCESTERSHIRE COLLEGE,Full Level 2: Retail and Commercial Enterprise,40,66,top quintile,50,76,second quintile,x,x,x,70,85,top quintile,x,x,x,50,81,fourth quintile
10007977,HEART OF WORCESTERSHIRE COLLEGE,Full Level 2: Science and Mathematics,.,.,.,x,x,x,x,x,x,60,98,top quintile,x,x,x,60,92,top quintile
10007977,HEART OF WORCESTERSHIRE COLLEGE,Traineeships,.,.,.,.,.,.,.,.,.,.,.,.,10,50,second quintile,x,x,x
10007977,HEART OF WORCESTERSHIRE COLLEGE,English & Maths,10,58,fourth quintile,70,85,fourth quintile,50,50,second quintile,120,81,fourth quintile,20,61,fourth quintile,100,85,top quintile
10007977,HEART OF WORCESTERSHIRE COLLEGE,English for Speakers of Other Languages (ESOL),x,x,x,180,88,top quintile,20,71,top quintile,180,84,top quintile,.,.,.,.,.,.
10007977,HEART OF WORCESTERSHIRE COLLEGE,Other provision below Full Level 2,140,58,top quintile,40,73,third quintile,560,64,top quintile,450,76,third quintile,260,55,fourth quintile,320,78,third quintile
10002979,HEATHERCROFT TRAINING SERVICES LIMITED,LLDD learner,.,.,.,20,89,top quintile,.,.,.,30,93,top quintile,x,x,x,30,80,top quintile
10002979,HEATHERCROFT TRAINING SERVICES LIMITED,"Advanced and Higher Apprenticeships: Business, Administration and Law",.,.,.,x,x,x,.,.,.,x,x,x,.,.,.,10,91,bottom quintile
10002979,HEATHERCROFT TRAINING SERVICES LIMITED,"Advanced and Higher Apprenticeships: Health, Public Services and Care",x,x,x,60,88,bottom quintile,.,.,.,60,95,top quintile,.,.,.,40,98,top quintile
10002979,HEATHERCROFT TRAINING SERVICES LIMITED,Advanced and Higher Apprenticeships: Information and Communication Technology,.,.,.,10,85,bottom quintile,x,x,x,x,x,x,.,.,.,x,x,x
10002979,HEATHERCROFT TRAINING SERVICES LIMITED,"Intermediate Apprenticeships: Health, Public Services and Care",.,.,.,40,91,second quintile,.,.,.,40,93,fourth quintile,.,.,.,30,90,second quintile
10002979,HEATHERCROFT TRAINING SERVICES LIMITED,Intermediate Apprenticeships: Information and Communication Technology,.,.,.,10,100,top quintile,.,.,.,x,x,x,.,.,.,x,x,x
10002979,HEATHERCROFT TRAINING SERVICES LIMITED,Traineeships,.,.,.,x,x,x,x,x,x,x,x,x,x,x,x,10,75,fourth quintile
10003010,HENLEY COLLEGE COVENTRY,LLDD learner,120,60,top quintile,240,64,second quintile,80,54,top quintile,210,67,third quintile,50,52,top quintile,160,71,third quintile
10003010,HENLEY COLLEGE COVENTRY,"Advanced and Higher Apprenticeships: Business, Administration and Law",.,.,.,20,95,fourth quintile,.,.,.,20,89,bottom quintile,.,.,.,10,100,top quintile
10003010,HENLEY COLLEGE COVENTRY,"Advanced and Higher Apprenticeships: Health, Public Services and Care",.,.,.,x,x,x,.,.,.,20,100,top quintile,.,.,.,10,100,top quintile
10003010,HENLEY COLLEGE COVENTRY,"Full Level 3+: Arts, Media and Publishing",.,.,.,10,85,third quintile,.,.,.,x,x,x,.,.,.,10,80,third quintile
10003010,HENLEY COLLEGE COVENTRY,"Full Level 3+: Business, Administration and Law",x,x,x,70,88,second quintile,x,x,x,30,87,second quintile,x,x,x,20,90,fourth quintile
10003010,HENLEY COLLEGE COVENTRY,Full Level 3+: Education and Training,x,x,x,.,.,.,.,.,.,10,80,bottom quintile,.,.,.,10,70,bottom quintile
10003010,HENLEY COLLEGE COVENTRY,Full Level 3+: Engineering and Manufacturing Technologies,.,.,.,20,93,fourth quintile,.,.,.,x,x,x,.,.,.,x,x,x
10003010,HENLEY COLLEGE COVENTRY,"Full Level 3+: Health, Public Services and Care",x,x,x,40,87,third quintile,.,.,.,20,72,bottom quintile,.,.,.,10,80,second quintile
10003010,HENLEY COLLEGE COVENTRY,"Full Level 3+: Leisure, Travel and Tourism",.,.,.,10,75,bottom quintile,.,.,.,10,80,second quintile,.,.,.,x,x,x
10003010,HENLEY COLLEGE COVENTRY,Full Level 3+: Retail and Commercial Enterprise,x,x,x,30,91,top quintile,x,x,x,20,57,bottom quintile,x,x,x,20,62,bottom quintile
10003010,HENLEY COLLEGE COVENTRY,Access to HE,10,69,bottom quintile,100,91,third quintile,x,x,x,70,87,bottom quintile,x,x,x,120,85,bottom quintile
